港澳频道,#genre#
AMC电影台,http://4gtv.cnlive.club/channel/n4f2af9e/index.m3u8?q=1784702901150
靖洋戏剧台,http://4gtv.cnlive.club/channel/48117ce7/index.m3u8?q=1784702901150
TVB1,http://ysift55.xyz/52TLK6U/TNLMRY9/269834
TVBChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219181
TVBDRAMA,http://ysift55.xyz/52TLK6U/TNLMRY9/269830
TVBDramaChinese,http://tv-213424.ifiesta.net:80/TV-7926745948196/892281004173/219182
TVBJ1,http://ysift55.xyz/52TLK6U/TNLMRY9/269835
TVBSASIA,http://ysift55.xyz/live/52TLK6U/TNLMRY9/1052643.ts
TVBS[760p],https://7612-5516-affc-d88b.kylintv.tv/live/tvbshd_iphone.m3u8
TVBe,http://ysift55.xyz/52TLK6U/TNLMRY9/269832
大爱一,https://7612-5516-affc-d88b.kylintv.tv/live/daai_iphone.m3u8
东森,http://ysift55.xyz/52TLK6U/TNLMRY9/269923
东森卫视,http://ysift55.xyz/52TLK6U/TNLMRY9/269926
翡翠台,http://74.91.26.218:82/live/jade.m3u8
凤凰卫视,https://7612-5516-affc-d88b.kylintv.tv/live/pxnaus_iphone.m3u8
凤凰卫视香港,https://7612-5516-affc-d88b.kylintv.tv/live/pxhkus_iphone.m3u8
凤凰卫视中文,https://7612-5516-affc-d88b.kylintv.tv/live/pxinhd_iphone.m3u8
公视,http://74.91.26.218:82/live/pts.m3u8
公视台语,http://74.91.26.218:82/live/ptsty.m3u8
华视,http://74.91.26.218:82/live/cts.m3u8
华视,https://7612-5516-affc-d88b.kylintv.tv/live/ctshd_iphone.m3u8
华视新闻资讯台,http://74.91.26.218:82/live/ctsnews.m3u8
靖天综合台,http://4gtv.cnlive.club/channel/3f6ecb92/index.m3u8?q=1784702901150
民视,http://74.91.26.218:82/live/ftv.m3u8
民视第一台,http://74.91.26.218:82/live/ftvdy.m3u8
民视第一台,http://serv00.bkpcp.top/litv3.php?id=4gtv-4gtv003
民视台湾台,http://74.91.26.218:82/live/ftvtw.m3u8
台视,http://74.91.26.218:82/live/ttv.m3u8
台视财经,http://74.91.26.218:82/live/ttvcj.m3u8
台视新闻台,http://74.91.26.218:82/live/ttvnews.m3u8
台视综合台,http://74.91.26.218:82/live/ttvzh.m3u8
小公视,http://74.91.26.218:82/live/ptsse.m3u8
中视,http://74.91.26.218:82/live/ctv.m3u8
中视菁采台,http://74.91.26.218:82/live/ctvjc.m3u8
中视经典台,http://74.91.26.218:82/live/ctvjd.m3u8
中视新闻台,http://74.91.26.218:82/live/ctvnews.m3u8

2026/09/05 19:32更新,#genre#
虚情的爱,https://vd2.bdstatic.com/mda-mi1dd05gmhwejdwn/sc/cae_h264/1630576203346678103/mda-mi1dd05gmhwejdwn.mp4
